Smiles,Liver
N1(CCN(CC1)Cc1ccc(cc1)C(=O)Nc1cc(c(cc1)C)Nc1nccc(n1)c1cccnc1)C,Hepatotoxicity
N1=CN(c2ccc(cc2)N2CCN(c3ccc(cc3)OCC3COC(O3)(c3ccc(cc3Cl)Cl)CN3C=NC=N3)CC2)C(=O)N1C(C)CC,Hepatotoxicity
N1(CCN(c2ccc(cc2)OC[C@@H]2O[C@@](c3ccc(cc3Cl)Cl)(OC2)CN2C=CN=C2)CC1)C(=O)C,Hepatotoxicity
N1(CCC(=C2C3=C(C(=O)Cc4ccccc42)SC=C3)CC1)C,NonHepatotoxicity
n1c(nnc(c1N)c1cccc(c1Cl)Cl)N,Hepatotoxicity
N1C(=Nc2ccccc21)S(=O)Cc1nccc(c1C)OCC(F)(F)F,Hepatotoxicity
N1=C2SCCN2C[C@@H]1c1ccccc1,NonHepatotoxicity
[N+](C[C@@H](CC(=O)O)O)(C)(C)C,NonHepatotoxicity
N12C=C(C(=O)c3cc(c(c(c31)OC[C@@H]2C)N1CCN(CC1)C)F)C(=O)O,Hepatotoxicity
O1C([C@@H]([C@@H]([C@H]([C@H]1SC)O)O)O)C(NC(=O)[C@H]1N(C[C@H](C1)CCC)C)[C@H](O)C,NonHepatotoxicity
N([C@@H](CCc1ccccc1)C(=O)O)[C@H](C(=O)N1CCC[C@H]1C(=O)O)CCCCN,Hepatotoxicity
O1[C@H](CC[C@@H]2C3[C@@H](OC(=O)[C@H](CC)C)C[C@@H](C)C=C3C=C[C@H]2C)C[C@@H](CC1=O)O,Hepatotoxicity
N(c1c(c(ccc1Cl)C)Cl)c1c(cccc1)C(=O)O,NonHepatotoxicity
N(C1=NC=C(S1)C)C(=O)C1=C(c2c(cccc2)S(=O)(=O)N1C)O,Hepatotoxicity
N(c1ccc(cc1)C[C@H](C(=O)O)N)(CCCl)CCCl,Hepatotoxicity
N(C(Cc1ccccc1)(C)C)C,NonHepatotoxicity
N1(C(CCCC1)C(=O)Nc1c(cccc1C)C)C,NonHepatotoxicity
O(c1cc(cc(c1)C)C)CC1OC(=O)NC1,NonHepatotoxicity
N1(c2c(cccc2)C)C(=O)c2ccccc2N=C1C,NonHepatotoxicity
O(c1c(c(ccc1)OC)C(=O)N[C@@H]1C(=O)N2C1SC([C@H]2C(=O)O)(C)C)C,NonHepatotoxicity
N1c2cc(c(cc2S(=O)(=O)N(C1CCl)C)S(=O)(=O)N)Cl,NonHepatotoxicity
N1CCCCC1C(c1ccccc1)C(=O)OC,Hepatotoxicity
O=C1CC[C@@]2(C(=C1)CCC1C2CC[C@@]2(C1CC[C@]2(O)C)C)C,Hepatotoxicity
OC(=O)c1c(c(c(c(c1I)NC(=O)C)I)N(C)C(=O)C)I,NonHepatotoxicity
N1=C(N(C(=C1)N(=O)=O)CCO)C,Hepatotoxicity
N12c3c(cccc3)Cc3ccccc3C1CN(CC2)C,Hepatotoxicity
O([C@@]1([C@@H](c2c(cc(cc2)F)CC1)[C@@H](C)C)CCN(CCCC1=Nc2ccccc2N1)C)C(=O)COC,NonHepatotoxicity
N1=C(c2cc(ccc2N2C(=CN=C2C)C1)Cl)c1ccccc1F,NonHepatotoxicity
O[C@]12C([C@H](C(=C(C2=O)C(=O)N)O)N(C)C)CC2Cc3c(ccc(c3C(=O)C2=C1O)O)N(C)C,Hepatotoxicity
O=C1C(=C(C)C(=O)C2=C1[C@H]([C@]1(N2C[C@@H]2[C@@H]1N2)OC)COC(=O)N)N,NonHepatotoxicity
N(C(=O)c1ccc(cc1)Cl)CCN1CCOCC1,Hepatotoxicity
S(=O)(C(c1ccccc1)c1ccccc1)CC(=O)N,Hepatotoxicity
N1(c2c(c(c(cc2C(=O)C(=C1)C(=O)O)F)N1CC2C(C1)NCCC2)OC)C1CC1,Hepatotoxicity
O[C@H]1Cc2c(cccc2C[C@H]1O)OCC(CNC(C)(C)C)O,NonHepatotoxicity
N(Cc1cccc2c1cccc2)(C)CC=Cc1ccccc1,NonHepatotoxicity
n1c2c(ccc1C)C(=O)C(=CN2CC)C(=O)O,NonHepatotoxicity
N1([C@@H](CC2C(C1)CCCC2)C(=O)NC(C)(C)C)C[C@@H](O)[C@H](NC(=O)c1c(c(ccc1)O)C)CSc1ccccc1,Hepatotoxicity
n1cc(ccc1)CO,NonHepatotoxicity
O(c1cc(ccc1NS(=O)(=O)C)N(=O)=O)c1ccccc1,Hepatotoxicity
O1C(=CC=C1C=NN1C(=O)NC(=O)C1)N(=O)=O,Hepatotoxicity
N1(c2c(cc(c(c2)N2CCNCC2)F)C(=O)C(=C1)C(=O)O)CC,Hepatotoxicity
OC1(C2(C(C3C(C4C(=CC(=O)CC4)CC3)CC2)CC1)CC)C#C,NonHepatotoxicity
O=C1NC(C(=O)NC(C(=O)NC(C(=O)NC(C(C)O)CO)CSSCC(C(=O)NC(Cc2ccccc2)C(=O)NC1CC1=CNc2c1cccc2)NC(=O)C(Cc1ccccc1)N)C(C)O)CCCCN,Hepatotoxicity
O1Cc2c(cccc2)C(=CCCN(C)C)c2c1ccc(c2)CC(=O)O,NonHepatotoxicity
N1c2ccc(cc2N=C1S(=O)Cc1c(c(c(cn1)C)OC)C)OC,Hepatotoxicity
O1[C@@H]([C@@H](C1=O)CCCCCC)C[C@@H](OC(=O)[C@H](CC(C)C)NC=O)CCCCCCCCCCC,Hepatotoxicity
N1=C(c2ccccc2)C(=C(O1)C)C(=O)NC1C(=O)N2C1SC(C2C(=O)O)(C)C,Hepatotoxicity
N1=C(OC(=C1c1ccccc1)c1ccccc1)CCC(=O)O,Hepatotoxicity
N1(c2ccccc2C(=O)Cc2c1cccc2)C(=O)N,Hepatotoxicity
O=C1C(=CO)C[C@@]2(C(C1)CCC1C2CC[C@@]2(C1CC[C@]2(O)C)C)C,Hepatotoxicity
N1([C@H]2C3CCN(C2)CC3)C(=O)c2c3c(ccc2)CCCC3C1,NonHepatotoxicity
Fc1ccc(cc1)[C@@H]1CCNC[C@@H]1COc1ccc2c(c1)OCO2,Hepatotoxicity
N12C(=NC=C(C1=O)C1=NN=NN1)C(=CC=C2)C,NonHepatotoxicity
N12CCCCCC1=NN=N2,NonHepatotoxicity
N1(C2=C([C@H](CNC=N2)O)N=C1)[C@@H]1O[C@H](CO)[C@@H](C1)O,NonHepatotoxicity
O=C(N1[C@H](C(=O)O)CC2C1CCCC2)[C@@H](N[C@@H](CCC)C(=O)OCC)C,NonHepatotoxicity
N1(CCC2=C(C1)C(c1ccccc12)c1ccccc1)C,NonHepatotoxicity
O(c1ccccc1)CC(=O)N[C@H]1C2N(C1=O)[C@@H](C(S2)(C)C)C(=O)O,Hepatotoxicity
O=C1C(=C(C(=O)c2ccccc21)CC=C(CCC[C@H](CCC[C@H](CCCC(C)C)C)C)C)C,NonHepatotoxicity
N1(C(=O)C(=O)N(CC1)C(=O)N[C@@H](c1ccccc1)C(=O)N[C@@H]1C(=O)N2C1SC([C@@H]2C(=O)O)(C)C)CC,Hepatotoxicity
O1c2cc(c(cc2OC1)COCCOCCOCCCC)CCC,NonHepatotoxicity
N12C([C@H](C2=O)N=CN2CCCCCC2)SC([C@@H]1C(=O)OCOC(=O)C(C)(C)C)(C)C,Hepatotoxicity
O([C@@H]1C2[C@H]([C@H](C=CC2=C[C@H](C1)O)C)CC[C@@H](C[C@@H](CC(=O)O)O)O)C(=O)[C@H](CC)C,Hepatotoxicity
OC(=O)C[C@H](CC(C)C)CN,Hepatotoxicity
N(CCC)(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O,NonHepatotoxicity
O(c1ccccc1C(=O)CCc1ccccc1)CC(CNCCC)O,Hepatotoxicity
Oc1c(cccc1C(C)C)C(C)C,Hepatotoxicity
n1c(c(c(nc1N)N)c1ccc(cc1)Cl)CC,Hepatotoxicity
S1c2c(cccc2)C(=Nc2c1cccc2)N1CCN(CC1)CCOCCO,Hepatotoxicity
N([C@@H](C)C(=O)N1[C@H](Cc2ccccc2C1)C(=O)O)[C@@H](CCc1ccccc1)C(=O)OCC,Hepatotoxicity
O1C(=CC=C1CN(C)C)CSCCNC(=CN(=O)=O)NC,Hepatotoxicity
O=C1CCC23C1C([C@H](C[C@@]([C@@H]([C@H]2C)O)(C=C)C)OC(=O)CS[C@H]1C[C@@H]2CC[C@@H](C1)[C@@H]2C)([C@H](CC3)C)C,NonHepatotoxicity
Oc1c(c2c(c3c1c1c(c(c3O)C)O[C@](C1=O)(OC=C[C@@H]([C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H](C=CC=C(C(=O)N2)C)C)O)C)O)C)OC(=O)C)C)OC)C)O)C=NN1CCN(CC1)C,Hepatotoxicity
N1c2ccc(cc2C(=C1)CCN(C)C)CN1C=NC=N1,NonHepatotoxicity
O1CC(=C(c2ccccc2)C1=O)c1ccc(cc1)S(=O)(=O)C,Hepatotoxicity
n1c(nc(c(c1c1ccc(cc1)F)C=C[C@H](C[C@H](CC(=O)O)O)O)C(C)C)N(C)S(=O)(=O)C,Hepatotoxicity
O=C(c1c(cccc1)OC(=O)c1c(cccc1)O)O,Hepatotoxicity
FC(C(C(F)(F)F)OCF)(F)F,Hepatotoxicity
O1[C@H](C[C@@H](CC1=O)O)CC[C@@H]1C2[C@@H](OC(=O)C(CC)(C)C)C[C@@H](C)C=C2C=C[C@H]1C,Hepatotoxicity
N1([C@@H](c2ccccc2)c2c(cccc2)CC1)C(=O)O[C@H]1CN2CCC1CC2,NonHepatotoxicity
O=C([C@H]([C@@H](C(=O)O)S)S)O,Hepatotoxicity
N(c1ccccc1)(C1(CCN(CC1)CCC1=CC=CS1)COC)C(=O)CC,NonHepatotoxicity
N1=C(C=CN(C1=O)CC)NS(=O)(=O)c1ccc(cc1)N,NonHepatotoxicity
Nc1ccc(cc1)S(=O)(=O)Nc1ncccn1,Hepatotoxicity
S(=O)(=O)(c1ccc(cc1)N)Nc1c(c(ncn1)OC)OC,NonHepatotoxicity
S(=O)(=O)(c1ccc(cc1)N)Nc1nc(cc(n1)C)C,NonHepatotoxicity
n1ccccc1NS(=O)(=O)c1ccc(cc1)N=Nc1ccc(c(c1)C(=O)O)O,Hepatotoxicity
S1C(=CC=C1)C(=O)c1ccc(cc1)C(C(=O)O)C,NonHepatotoxicity
N(CCOc1ccc(cc1)C(=C(c1ccccc1)CC)c1ccccc1)(C)C,Hepatotoxicity
N12C(=O)CC1S(=O)(=O)[C@@]([C@H]2C(=O)O)(C)CN1N=NC=C1,NonHepatotoxicity
N1C=C(c2c1ccc(c2)OC)C=NNC(=N)NCCCCC,NonHepatotoxicity
O1C(=O)N(C2[C@@]1([C@@H](OC(=O)[C@H](C(=O)[C@H]([C@@H](O[C@H]1[C@@H]([C@@H](N(C)C)C[C@H](O1)C)O)[C@](C[C@@H](C(=O)[C@@H]2C)C)(OC)C)C)C)CC)C)CCCCN1C=C(c2cnccc2)N=C1,Hepatotoxicity
O=C1CCC2(C(=C1)CCC1C2CCC2(C1CCC2O)C)C,Hepatotoxicity
O[C@]12C(CC3[C@](c4c(c(ccc4)O)C(=O)C3=C1O)(C)O)[C@H](C(=C(C2=O)C(=O)N)O)N(C)C,Hepatotoxicity
N1=C(C2c3c(cccc3)CCC2)NCC1,NonHepatotoxicity
N1=C(N2CCOCC2)C(=NS1)OC[C@@H](CNC(C)(C)C)O,NonHepatotoxicity
N1=C2C=CC(=C(C2=NS1)NC1=NCCN1)Cl,Hepatotoxicity
N1=C(NCC1)Cc1ccccc1,NonHepatotoxicity
N(=O)(=O)c1cc(cc(c1O)O)C(=O)c1ccc(cc1)C,Hepatotoxicity
O1[C@]2([C@@H]([C@@H]3[C@H](C1)OC(O3)(C)C)OC(O2)(C)C)COS(=O)(=O)N,Hepatotoxicity
N(C[C@H]1CCCC[C@]1(c1cc(ccc1)OC)O)(C)C,NonHepatotoxicity
OC(=O)[C@H]1CC[C@H](CN)CC1,NonHepatotoxicity
OC(=O)C=C(C=CC=C(C=CC1=C(CCCC1(C)C)C)C)C,NonHepatotoxicity
OC(c1ccccc1)(C1CCCCC1)CC[N+](CC)(CC)CC,NonHepatotoxicity
N1(C2C(C3[S+](C2)CCC3)N(C1=O)Cc1ccccc1)Cc1ccccc1,NonHepatotoxicity
Nc1c(cnc(n1)N)Cc1cc(c(c(c1)OC)OC)OC,Hepatotoxicity
N(CCO)(CCO)CCO,NonHepatotoxicity
n1c2c(cc(c1N1CC3C(C1)[C@@H]3N)F)C(=O)C(=CN2c1ccc(cc1F)F)C(=O)O,Hepatotoxicity
O1c2c(c(cc3c2C(Cc2ccc(c(c2)Oc2cc4c(cc2OC)CC[NH+](C4Cc2ccc1cc2)C)O)[N+](CC3)(C)C)OC)O,NonHepatotoxicity
OC(=O)CCCCCCCCC=C,NonHepatotoxicity
N1(C2=C(N=C1)C(=O)NC(=N2)N)COCCOC(=O)[C@H](C(C)C)N,Hepatotoxicity
O1N=C(c2ccccc2)C(=C1C)c1ccc(cc1)S(=O)(=O)N,Hepatotoxicity
N1C(=NN=N1)c1ccccc1c1ccc(cc1)CN([C@H](C(=O)O)C(C)C)C(=O)CCCC,Hepatotoxicity
n1cc(c(c(c1C)O)CO)CO,NonHepatotoxicity
O1[C@H](C(=C(C1=O)O)O)[C@@H](CO)O,NonHepatotoxicity
N(c1ccccc1)C(=O)CCCCCCC(=O)NO,NonHepatotoxicity
N1([C@H]2C[C@H](N=N#N)[C@H](O2)CO)C(=O)NC(=O)C(=C1)C,Hepatotoxicity
